no,code,name,industry_code,industry,shares,capital_stock,par_value
1196,141080,LegoChem Bio,137001,Research and Experimental Development On Natural Sciences and Engineering,26489964,13244982000,500
1925,142210,Unitrontech,74502,Sale of Motor Vehicle Parts and Accessories,19246092,9623046000,500
1049,142280,GCMS,32103,Manufacture of Medical Supplies and Related Other Medicaments,21117283,10558641500,500
1348,142760,BL,137001,Research and Experimental Development On Natural Sciences and Engineering,32275041,16137520500,500
1585,143160,IDIS,32604,Manufacture of Telecommunication and Broadcasting Apparatuses,10716390,5358195000,500
788,143210,HANDS CORPORATION,33003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),21868038,10934019000,500
1366,143240,Saramin,106301,Data Processing Hosting and Related activities; Web Portals,11674263,5837131500,500
1798,143540,YWDSP,32902,Manufacture of Special-Purpose Machinery,44599895,22299947500,500
2107,144510,GC CELL,137309,Other Professional Scientific and Technical Services n.e.c.,15800344,7900172000,500
1061,144960,NPP,32902,Manufacture of Special-Purpose Machinery,43692624,4369262400,100
2506,145020,Hugel,32101,Manufacture of Medicinal Chemicals Antibiotics and Biological Products,12385455,6292727500,500
203,145210,Dynamic Design,32902,Manufacture of Special-Purpose Machinery,17301093,8650546500,500
638,145270,KTOPREITs,126801,Real Estate Activities with Own or Leased Property,48060774,48060774000,1000
247,145720,DENTIUM,32701,Manufacture of Medical Appliances and Instruments,11068830,6184415000,500
376,145990,SYC,31007,Manufacture of Other Food Products,10313449,53417595000,5000
1957,146060,YCPIPE,32401,Manufacture of Basic Iron and Steel,18623916,1862391600,100
1343,146320,BCNC,32601,Manufacture of Semiconductor,12760303,6380151500,500
2381,147760,Protec Mems Technology,32702,Manufacture of Instruments and Appliances for Measuring Checking Testing Navigating controlling and Other Purposes Except Optical Instruments,10819866,5409933000,500
2063,147830,CheryongInd,32501,Manufacture of Structural Metal Products Tanks Reservoirs and Steam Generators,20000000,10000000000,500
1339,148140,BDI,32901,Manufacture of General Purpose Machinery,43208667,21604333500,500
1442,148150,Se Gyung Hi Tech,32602,Manufacture of Electronic Components,11784281,5892140500,500
1631,148250,RN2 Technologies,32602,Manufacture of Electronic Components,7391186,3823244500,500
1360,148780,BFLYSOFT,105802,Software Development and Supply,31445725,15722862500,500
1710,148930,HYTC,32509,Manufacture of Other Fabricated Metal Products; Metal Working Service Activities,10100213,5050106500,500
2566,149010,IKSemicon,32601,Manufacture of Semiconductor,3120000,1560000000,500
2567,149300,APURES,137001,Research and Experimental Development On Natural Sciences and Engineering,43486252,21743126000,500
1575,149950,AVATEC,32602,Manufacture of Electronic Components,15607500,8153750000,500
2411,149980,Hironic,32701,Manufacture of Medical Appliances and Instruments,15337783,1533778300,100
2635,150440,Finotek,105802,Software Development and Supply,9565412,4782706000,500
2028,150840,IntroMedic,32701,Manufacture of Medical Appliances and Instruments,38234020,3823402000,100
2309,150900,FASOO,105802,Software Development and Supply,11654922,5827461000,500
899,151860,KG ETS,32004,Manufacture of Other Chemical Products,36000000,20051860000,500
926,151910,SBW Life Sciences,32602,Manufacture of Electronic Components,177134118,17713411800,100
709,152550,KIM ANKOR OIL,116402,Trust and collective Investment Businesses,70020000,350100000000,0
1034,153460,NABLE,105802,Software Development and Supply,6530014,3265007000,500
1868,153490,WOOREE E&amp;L,32601,Manufacture of Semiconductor,51480000,25740000000,500
1839,153710,Optipharm,32103,Manufacture of Medical Supplies and Related Other Medicaments,14669958,7334979000,500
1583,154030,ASIA SEED,10101,Growing of Crops,11120839,5560419500,500
1066,154040,Dasan Solueta,32602,Manufacture of Electronic Components,17950094,8975047000,500
1848,155650,YMC,32602,Manufacture of Electronic Components,19474358,9987179000,500
23,155660,DSR,32402,Manufacture of Basic Precious and Non-ferrous Metals,16000000,8000000000,500
333,155900,Badaro19,147601,Renting of Transport Equipment,15200004,76000020000,5000
1777,156100,L&amp;K BIOMED,32701,Manufacture of Medical Appliances and Instruments,19929659,9964829500,500
1618,158430,ATON,105802,Software Development and Supply,21817885,2181788500,100
1581,159010,ASFLOW,32901,Manufacture of General Purpose Machinery,13334739,6667369500,500
2062,159580,0TO7,74604,Wholesale of Household Goods,20032636,10016318000,500
1494,159910,Skin&amp;Skin,32004,Manufacture of Other Chemical Products,354150749,35415074900,100
914,160550,NEW,105901,Motion Picture Video Broadcasting Programmes Production and Distribution,27906106,13953053000,500
2003,160600,EQUIPMENTS CELL,32902,Manufacture of Special-Purpose Machinery,34482552,17241276000,500
1537,160980,CYMECHS,32902,Manufacture of Special-Purpose Machinery,10924243,5462121500,500
482,161000,AK CHEMICAL,32001,Manufacture of Basic Chemicals,48648709,24324354500,500
731,161390,HANKOOK TIRE &amp; TECHNOLOGY,32201,Manufacture of Rubber Products,123875069,61937534500,500
942,161570,THE MIDONG,32605,Manufacture of Electronic Video and Audio Equipment,21096354,10548177000,500
2390,161580,PHILOPTICS,32902,Manufacture of Special-Purpose Machinery,23291643,11728122000,500
729,161890,KOLMAR KOREA,32004,Manufacture of Other Chemical Products,22881180,11440590000,500
2540,162120,LUKEN Technologies,32809,Manufacture of Other Electrical Equipment,10989936,5494968000,500
1518,162300,SHIN STEEL,32401,Manufacture of Basic Iron and Steel,41471382,4147138200,100
2534,163430,DPECO,33002,Manufacture of Bodies for Motor Vehicles ; Manufacture of Trailers and Semitrailers,9829553,4914776500,500
273,163560,DRB Industrial,32201,Manufacture of Rubber Products,13900000,6950000000,500
2392,163730,Finger,105802,Software Development and Supply,9341271,4670635500,500
1977,164060,ILOODA,32701,Manufacture of Medical Appliances and Instruments,20449577,10224788500,500
2406,166090,Hana Materials,32601,Manufacture of Semiconductor,19752674,9876337000,500
2205,166480,CORESTEMCHEMON,32102,Manufacture of Medicaments,32870376,16435188000,500
1022,168330,NaturalendoTech,137001,Research and Experimental Development On Natural Sciences and Engineering,31754900,15877450000,500
2332,168360,PEMTRON,32902,Manufacture of Special-Purpose Machinery,10644142,5322071000,500
734,168490,KIM PARALLEL OIL,116402,Trust and collective Investment Businesses,80020000,400100000000,0
1785,169330,Embrain,137104,Market Research and Public Opinion Polling,18251918,9125959000,500
2613,169670,Kostek Systems,32902,Manufacture of Special-Purpose Machinery,2868401,1763050000,500
2475,170030,HDI21,33003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),15340000,7670000000,500
2313,170790,Piolink,32604,Manufacture of Telecommunication and Broadcasting Apparatuses,6856330,3428165000,500
260,170900,DONG-A ST,32102,Manufacture of Medicaments,8614870,43074350000,5000
1781,170920,LTC,32001,Manufacture of Basic Chemicals,8824054,4412027000,500
1193,171010,RAM TECH,32001,Manufacture of Basic Chemicals,14166006,7083003000,500
1432,171090,SUNIC SYSTEM,32902,Manufacture of Special-Purpose Machinery,9376766,4688383000,500
1187,171120,LION CHEMTECH,32004,Manufacture of Other Chemical Products,35901760,18422228000,500
1706,172670,ALT,32601,Manufacture of Semiconductor,8960259,4480129500,500
1827,173130,OPASNET,106201,Computer programming System Integration and Management Services,11860430,5930215000,500
1737,173940,FNC Ent.,189001,Creative and Arts Related Services,15380759,7690379500,500
2047,174880,JangWon,32604,Manufacture of Telecommunication and Broadcasting Apparatuses,21906325,10953162500,500
1650,174900,AbClon,32103,Manufacture of Medical Supplies and Related Other Medicaments,15352069,7676034500,500
2030,175140,INFOMARK,32604,Manufacture of Telecommunication and Broadcasting Apparatuses,16387903,8193951500,500
1606,175250,Icure Pharm. Inc.,32102,Manufacture of Medicaments,37558368,18779184000,500
53,175330,JB FINANCIAL GROUP,116409,Other Financial Intermediation,196982894,984914470000,5000
2611,176590,KONASOL,32902,Manufacture of Special-Purpose Machinery,5823333,2911666500,500
2533,176750,DUCHEMBIO,32102,Manufacture of Medicaments,27025220,13512610000,500
1314,177350,Vessel,32902,Manufacture of Special-Purpose Machinery,13370919,6685459500,500
2307,177830,PAVONINE,32602,Manufacture of Electronic Components,14288753,7144376500,500
1423,178320,SEOJIN SYSTEM,32604,Manufacture of Telecommunication and Broadcasting Apparatuses,37580642,18790321000,500
2528,178600,DAEDONG KOREA GINSENG,31007,Manufacture of Other Food Products,4449600,2224800000,500
2037,178780,ILWOUL GML,74608,Wholesale of Non-Specialized Goods,13964195,6982097500,500
102,178920,PIAM,32202,Manufacture of Plastic Products,29366322,14683161000,500
1787,179290,MITECH,32701,Manufacture of Medical Appliances and Instruments,32275678,16331589000,500
1642,179530,ADBIOTECH,32102,Manufacture of Medicaments,9140444,4570222000,500
2537,179720,LendingMachine,116409,Other Financial Intermediation,1891480,945740000,500
1953,179900,UTI,32602,Manufacture of Electronic Components,16286895,8143447500,500
2622,180060,TOPSUN,32809,Manufacture of Other Electrical Equipment,9347666,4673833000,500
861,180400,DXVX,137209,Other Scientific and Technical Services,30219432,15109716000,500
772,180640,HANJINKAL,85101,Passenger Air Transport,66762279,168247612500,2500
1998,181340,isMedia,32702,Manufacture of Instruments and Appliances for Measuring Checking Testing Navigating controlling and Other Purposes Except Optical Instruments,20058966,10029483000,500
503,181710,NHN,105802,Software Development and Supply,34936682,18758957500,500
2230,182360,CUBEENT,105902,Audio Publishing and Original Master Recordings,13804687,6902343500,500
1765,182400,NKMAX,32101,Manufacture of Medicinal Chemicals Antibiotics and Biological Products,41161059,20580529500,500
471,183190,ASIA CEMENT,32303,Manufacture of Cement Lime and Plaster and Its Products,38958090,19479045000,500
2196,183300,KoMiCo,32902,Manufacture of Special-Purpose Machinery,10460684,5230342000,500
2517,183410,GolfzonDeca,32702,Manufacture of Instruments and Appliances for Measuring Checking Testing Navigating controlling and Other Purposes Except Optical Instruments,4111161,2055580500,500
1764,183490,ENZYCHEM LSC,32101,Manufacture of Medicinal Chemicals Antibiotics and Biological Products,85065562,42532781000,500
933,184230,SGA Solutions,105802,Software Development and Supply,54187224,5418722400,100
2558,185190,Suppro,74602,Wholesale of Agricultural Raw Materials and Live Animals and Plants,9238625,1847725000,200
1603,185490,Eyegene,137001,Research and Experimental Development On Natural Sciences and Engineering,21478340,10739170000,500
607,185750,CHONGKUNDANG,32102,Manufacture of Medicaments,12568464,31421160000,2500
990,186230,GREEN PLUS,32402,Manufacture of Basic Precious and Non-ferrous Metals,10820188,5410094000,500
1178,187220,Dt&amp;C,137209,Other Scientific and Technical Services,11698021,5849010500,500
1532,187270,Shin Hwa Contech,32801,Manufacture of Electric Motors Generators and Transforming Distributing and Controlling Apparatus of Electricity,10143845,5071922500,500
2059,187420,GenoFocus,32101,Manufacture of Medicinal Chemicals Antibiotics and Biological Products,22758430,11379215000,500
1695,187660,ADM Korea,137001,Research and Experimental Development On Natural Sciences and Engineering,21836250,2183625000,100
1002,187790,NANO,32001,Manufacture of Basic Chemicals,30840830,15420415000,500
1151,187870,Device ENG,32902,Manufacture of Special-Purpose Machinery,7036609,3518304500,500
2027,189300,Intellian Tech,32604,Manufacture of Telecommunication and Broadcasting Apparatuses,10733334,5366667000,500
1558,189330,XIIlab,105802,Software Development and Supply,6092284,3046142000,500
2612,189350,Coset,32604,Manufacture of Telecommunication and Broadcasting Apparatuses,4800000,2400000000,500
2338,189690,FORCS,105802,Software Development and Supply,27321969,13660984500,500
1422,189860,SJEM,32801,Manufacture of Electric Motors Generators and Transforming Distributing and Controlling Apparatus of Electricity,9698780,4849390000,500
2509,189980,Hyungkuk F&amp;B,31102,Manufacture of Ice and Non-alcoholic Beverages Production of Mineral Waters,40137827,4013782700,100
1012,190510,NAMUGA,32602,Manufacture of Electronic Components,16252384,8323931500,500
2192,190650,KOREA ASSET SEC,116601,Activities Auxiliary to Financial Service Activities,6388000,31940000000,5000
1955,191410,RYUK-IL C&amp;S,32602,Manufacture of Electronic Components,10807542,5403771000,500
2258,191420,Tego,32101,Manufacture of Medicinal Chemicals Antibiotics and Biological Products,8108834,4054417000,500
2553,191600,BLUETOP,32602,Manufacture of Electronic Components,2850000,1425000000,500
243,192080,DoubleUGames,105802,Software Development and Supply,18190757,9187251000,500
2158,192250,Ksign,105802,Software Development and Supply,70671257,7067125700,100
1915,192390,Winhitech,32501,Manufacture of Structural Metal Products Tanks Reservoirs and Steam Generators,10737324,5368662000,500
659,192400,CUCKOO,116409,Other Financial Intermediation,35562185,3556218500,100
2494,192410,Hyulimnetworks,32604,Manufacture of Telecommunication and Broadcasting Apparatuses,108796360,21759272000,200
1488,192440,Spigen Korea,33309,Other Manufacturing n.e.c.,6216363,3108181500,500
283,192650,DREAMTECH,32602,Manufacture of Electronic Components,66423965,6931750900,100
646,192820,COSMAX,32004,Manufacture of Other Chemical Products,11349509,5674754500,500
1852,193250,YJM Games,32602,Manufacture of Electronic Components,57427776,5742777600,100
592,194370,JS CORP,31501,Manufacture of Luggage Footwear and Similar Products,13335601,1333560100,100
1117,194480,Devsisters,105802,Software Development and Supply,11985160,5992580000,500
1045,194700,NOVAREX,31007,Manufacture of Other Food Products,18754848,9377424000,500
1226,195500,Maniker F&amp;G,31001,Slaughtering of Livestock Processing Preserving of Meat and Meat Products,15928000,7964000000,500
786,195870,HAESUNG DS,32602,Manufacture of Electronic Components,17000000,85000000000,5000
